id,station_id,dist
CHM00054236,54236,414.75263831
CHM00054324,54324,0.0
CHM00054337,54337,791.10304327
CHM00054346,54346,417.29191462
CHM00054374,54374,620.17128407
CHM00054471,54471,468.14053498
CHM00054527,54527,837.81513569
CHM00054725,54725,265.27633242
CHM00054776,54776,393.87770593
CHM00054906,54906,273.02894634
CHM00054916,54916,579.28332644
CHM00055228,55228,281.93028073
CHM00055279,55279,438.28883186
CHM00055472,55472,484.59988501
CHM00056080,56080,0.0
CHM00056106,56106,872.38066376
CHM00056182,56182,478.57108231
CHM00056257,56257,390.61856854
CHM00056294,56294,854.52123414
CHM00056739,56739,198.40493682
CHM00056768,56768,813.0439386
CHM00056951,56951,913.33270446
CHM00056954,56954,453.3883343
CHM00056985,56985,929.25667523
CHM00057006,57006,461.34406261
CHM00057083,57083,849.44710009
CHM00057127,57127,912.01003446
CHM00057411,57411,193.34785858
CHM00057515,57516,441.93203376
CHM00057687,57687,443.83563323
CHM00057707,57707,303.61216719
CHM00057713,57713,397.1821727
CHM00057745,57745,296.57025547
CHM00058221,58221,293.6553511
CHM00058314,58314,796.49357508
CHM00058362,58362,284.70038633
CHM00058457,58457,473.24677246
CHM00058633,58633,585.30665137
CHM00058659,58659,437.86287551
CHM00058666,58666,976.87764041
CHM00058847,58847,846.57251411
CHM00058921,58921,612.45797541
CHM00059265,59265,416.34354205
CHM00059316,59316,646.09748195
CHM00059501,59501,554.75685728
CHM00059632,59632,949.22698218
CHM00059663,59663,841.93370461
CHM00059838,59838,770.40443412
CHM00059981,59981,843.29928571
CI000085469,85469,388.43456688
CI000085543,85543,462.87797263
CIM00085672,85672,239.30530624
CIM00085682,85682,457.02338434
CM000064870,64870,442.10016642
CMM00064851,64851,478.35708286
COM00080009,80009,787.39271684
COM00080028,80028,540.33831478
COM00080036,80036,686.72996878
COM00080094,80094,678.45713815
COM00080214,80214,811.92210203
COM00080234,80234,600.790012
CQW00041408,91232,17.12968946
CS000098002,78772,330.05332755
CT000004600,64600,526.9228375
CT000004605,64605,632.06975738
CT000004610,64610,705.68002175
CT000004654,64654,293.76677835
CT000004655,64655,564.56929954
CT000004656,64656,582.44910482
CT000004659,64659,45.42717871
CT000004661,64661,710.92015499
CTM00064650,64650,298.15040918
CTM00064665,64665,470.00819063
CUM00078310,78310,871.13340203
CUM00078325,78325,600.58769491
CUM00078369,78369,191.23662243
CUW00011706,78367,469.10155219
CVM00008583,8583,697.76344448
CWM00091843,91843,553.43160361
CY000176090,17609,445.48005078
CYE00115565,17607,0.32859897
DA000032020,6193,234.4031649
DAM00006011,6011,206.53638533
DRM00078479,78479,809.6220228
EC000000006,84140,334.03320295
EC000084279,84279,792.19320924
ECM00084135,84137,331.72724443
ECM00084270,84270,331.76899369
EG000062414,62414,576.47666576
EG000062432,62432,315.40441245
EG000062463,62463,326.84830309
EGE00147726,62332,28.52395205
EGE00147727,62371,964.20565283
EGM00062305,62305,371.23280698
EGM00062387,62387,520.83560401
EGM00062435,62435,372.43201456
EI000003965,3965,713.88567853
EI000003980,3980,877.84947222
EIE00101859,3964,0.13982297
EIM00003957,3957,550.89114348
EIM00003976,3976,616.84180754
EKM00064820,64820,0.02138404
EN000026115,26115,556.3494639
EN000026214,26233,850.40903806
EN000026229,26229,544.84744741
EN000026242,26242,430.20817011
EN000026249,26249,633.58102229
ER000063021,63021,372.00057399
ES003800510,78663,201.29693863
ET000063330,63330,336.38928951
ET000063402,63402,644.44745961
ET000063473,63473,652.85479686
EZ000011464,11464,378.73475001
EZM00011423,11423,995.91852298
EZM00011487,11487,399.52631175
EZM00011518,11518,508.15115095
EZM00011520,11520,643.13981863
EZM00011603,11603,323.68900349
EZM00011659,11659,471.27166258
EZM00011723,11723,567.02371733
EZM00011787,11787,578.67264864
FG000081405,81405,960.2190878
FGM00081401,81402,332.5664824
FGM00081408,81408,166.47227474
FGM00081415,81415,686.04028679
FI000002401,2935,258.87281414
FI000002963,2963,396.71007472
FI000007501,2836,778.55096457
FIE00141810,2981,688.19464055
FIE00141870,2990,0.08500471
FIE00141895,2971,553.0860921
FIE00141925,2982,317.22321198
FIE00142020,2973,307.94708027
FIE00142080,2974,937.17030254
FIE00142085,2984,606.34143589
FIE00142090,2986,191.25160256
FIE00142241,2975,210.58387951
FIE00142311,2988,470.22112678
FIE00142411,2952,844.42189127
FIE00142511,2972,347.09930574
FIE00142641,2943,708.24861146
FIE00142861,2965,249.33933118
FIE00143041,2966,960.52003746
FIE00143231,2958,870.18449097
FIE00143276,2959,995.37988286
FIE00143586,2945,514.11877615
FIE00144102,2948,933.99591754
FIE00144132,2949,441.25367852
FIE00144212,2911,779.72021561
FIE00144287,2921,345.5252987
FIE00144557,2915,561.82311323
FIE00144702,2917,935.87867827
FIE00145102,2903,737.27030091
FIE00145167,2905,401.93973264
FIE00145377,2897,396.22414155
FIE00145712,2867,720.40604617
FIE00145817,2879,300.12407764
FIE00145852,2864,105.38862424
FIE00146423,2823,452.10849511
FIE00146688,2807,241.62366456
FIE00146698,2805,532.96088448
FIM00002801,2801,201.52474716
FJ000091650,91650,495.247307
FJ000091652,91652,461.7170997
FJ000091680,91680,0.0
FJM00091699,91699,500.8452101
FKM00088889,88889,364.15642308
FMC00914395,91355,608.92557356
FMC00914429,91413,280.33168449
FMC00914590,91425,450.44688333
FMC00914720,91353,72.99548233
FMC00914911,91317,555.02791348
FMW00040503,91348,472.40970654
FP000091925,91925,812.62696372
FP000091938,91938,318.51105046
FP000091943,91943,653.32418809
FP000091954,91954,562.51107357
FP000091958,91958,768.93949704
FR000007130,7130,918.39309002
FR000007190,7190,788.17008673
FR000007255,7255,687.86198563
FR000007354,7354,591.60669296
FR000007560,7560,361.97055744
FR000007630,7630,503.13322717
FR000007650,7650,930.70131167
FRE00104901,7276,276.23315267
FRM00007027,7027,766.47880348
FRM00007037,7037,741.5271879
FRM00007110,7110,925.81073004
FRM00007168,7168,744.97738539
FRM00007280,7280,544.14581154
FRM00007460,7460,426.18349529
FRM00007471,7471,562.28929371
FRM00007481,7481,801.56554734
FRM00007535,7535,538.88719393
FRM00007558,7558,104.84856991
FRM00007591,7591,758.30177869
FRM00007607,7607,815.60543165
FRM00007621,7621,500.30987177
FRM00007627,7627,944.98375745
FRM00007643,7643,827.15516131
FRM00007761,7761,945.10478855
FRM00007790,7790,475.07730483
GB000004503,64503,348.01283088
GB000004504,64504,0.06368789
GB000004510,64510,122.6039514
GB000004545,64545,422.53286691
GB000004550,64550,522.03149245
GB000004556,64556,91.49654932
GB000004565,64565,461.14259081
GB000064552,64552,438.44103283
GBM00064500,64500,644.09626165
GG000037175,37175,72.0352058
GG000037267,37267,642.86753238
GG000037309,37309,835.21207058
GG000037334,37334,319.31051127
GG000037384,37386,119.18259661
GG000037385,37385,665.29477366
GG000037386,37388,333.44493203
GG000037388,37492,24.63599814
GG000037432,37432,758.09162475
GG000037437,37437,29.52532264
GG000037439,37439,415.43834581
GG000037483,37483,198.98710889
GG000037514,37506,709.36389707
GG000037531,37531,82.75139824
GG000037535,37535,17.6895117
GG000037545,37549,0.0
GG000037572,37572,186.39821633
GG000037602,37602,843.50255715
GG000037603,37603,607.14552973
GHM00065432,65432,506.16463932
GHM00065437,65437,269.08836764
GHM00065445,65445,514.65333974
GHM00065453,65453,955.16572988
GHM00065457,65457,573.58707133
GHM00065473,65473,402.57162418
GIM00008495,8495,431.822592
GL000004250,4250,610.16165783
GL000004360,4360,146.81799356
GLE00100981,4216,647.58747345
GLE00146901,4210,914.48697147
GLE00146921,4212,572.1092446
GLE00147041,4230,459.25283425
GLE00147081,4235,375.31427147
GLE00147101,4240,358.57143239
GLE00147251,4263,345.40558805
GLE00147301,4272,239.2154585
GLE00147401,4310,148.43406028
GLE00147461,4330,503.44602251
GLE00147481,4339,655.2898015
GLE00147491,4340,988.15589514
GLM00004390,4390,780.46809837
GLW00016405,4270,781.91781027
GM000003244,10486,426.41417406
GM000003342,10379,985.7852544
GM000004155,10961,846.94804338
GM000010147,10147,864.45956692
GM000010393,10393,657.52158326
GM000010962,10962,407.67149358
GM009030500,10805,444.96861885
GM009031000,10722,367.02822494
GME00102177,10015,935.77174658
GME00102185,10020,432.57219038
GME00102193,10035,724.22843168
GME00102212,9170,36.91073578
GME00102220,10184,728.17877345
GME00102236,10270,636.46510188
GME00102252,9361,392.18892351
GME00102284,10439,426.0667275
GME00102308,10499,797.67168273
GME00102316,10501,354.40198406
GME00102332,10548,516.7738135
GME00102340,9554,718.46530869
GME00102348,9578,195.48358447
GME00102364,10685,348.6107641
GME00102372,10708,593.67461395
GME00102388,10788,736.77732322
GME00102404,10929,824.07958431
GME00111430,10315,590.03593483
GME00111445,10384,325.62068785
GME00111457,10427,655.80226493
GME00114621,9453,103.13371663
GME00115771,10739,106.42960421
GME00120946,10815,881.11178137
GME00120970,9567,156.39354305
GME00121018,9091,576.68777837
GME00121030,10046,629.82283167
GME00121090,10264,516.61949795
GME00121102,10113,506.4303231
GME00121114,10948,614.8336366
GME00121126,10742,799.42960413
GME00121150,10382,803.68964607
GME00121174,10544,497.19978267
GME00121186,10688,627.89435783
GME00121198,10980,491.76287849
GME00121258,10496,301.75655524
GME00121270,10131,416.66438187
GMM00010022,10022,0.08581156
GMM00010093,10093,386.60655955
GMM00010130,10130,387.35121981
GMM00010146,10146,388.22763726
GMM00010161,10161,0.01250759
GMM00010168,10168,0.17400021
GMM00010235,10235,688.11763169
GMM00010261,10261,201.9076991
GMM00010281,10281,953.19317848
GMM00010305,10305,332.80811603
GMM00010321,10321,904.61804663
GMM00010348,10346,423.96855831
GMM00010359,9359,167.3649162
GMM00010365,10365,391.63003698
GMM00010385,9385,347.22578024
GMM00010410,10410,725.79822564
GMM00010418,10418,0.02663413
GMM00010444,10444,0.0
GMM00010454,9454,206.72197045
GMM00010460,10460,884.36871664
GMM00010474,9474,280.62111726
GMM00010480,9480,0.09379373
GMM00010488,9488,687.83819001
GMM00010490,9490,806.96726168
GMM00010519,10519,333.78031539
GMM00010552,9552,212.13853341
GMM00010557,10557,212.840207
GMM00010574,10574,395.94588357
GMM00010577,9577,892.20083146
GMM00010579,10579,0.25603714
GMM00010582,10582,333.78031512
GMM00010635,10635,531.63624409
GMM00010648,10648,333.38239143
GMM00010658,10658,259.00474745
GMM00010704,10704,632.94497311
GMM00010706,10706,240.87538547
GMM00010724,10723,288.54801634
GMM00010736,10736,399.19785854
GMM00010761,10761,694.84877253
GMM00010765,10765,218.51049047
GMM00010777,10777,219.78254068
GMM00010803,10803,287.17153269
GMM00010827,10827,333.54762254
GMM00010963,10963,785.92795393
GMW00034036,10653,238.25971559
GMW00034041,10738,926.15340437
GMW00034046,10734,0.25605806
GMW00034050,10614,366.98576398
GMW00034054,10607,56.63247846
GMW00034068,10728,437.80755703
GMW00034070,10627,237.35742591
GMW00034074,10745,128.1169176
GMW00034075,10632,366.76537294
GMW00034076,10657,0.0
GMW00034077,10619,0.25540472
GMW00034175,10859,441.88933199
GMW00034178,10858,204.11792943
GMW00034190,10752,934.73942415
GMW00034191,10659,0.01374566
GMW00034195,10775,438.49887589
GMW00035010,10633,236.35600059
GMW00035053,10536,0.08907153
GQW00041415,91212,433.49543645
GR000016641,16641,37.83947738
GR000016734,16734,876.28086297
GR000016754,16754,974.91353528
GR000167230,16723,301.16065478
GRM00016622,16622,382.71425061
GRM00016726,16726,577.85981564
GT000060100,78640,0.36183339
GV000001809,61809,103.73468824
GV000001811,61811,243.37930587
GV000001818,61818,162.04958186
GV000001820,61820,132.10204113
GV000001829,61829,155.58503368
GV000001832,61831,0.03601622
GVM00061849,61849,533.11152119
GYW00010502,81002,115.27601908
HO000078720,78720,505.06272593
HOW00011807,78501,175.86837066
HR000142360,13129,395.34997469
HRE00105182,14330,262.2140785
HRE00105189,13335,366.41344473
HRE00105196,14452,369.91198697
HRE00105210,14216,344.74905492
HRE00105217,13334,444.15161086
HRE00105227,13219,200.40565408
HU000012942,12942,234.67907777
HUM00012843,12843,683.57943598
HUM00012925,12925,956.89631007
HUM00012982,12982,324.22415772
IC000004048,4048,191.46223461
IC000004063,4063,492.62588636
IC000004097,4097,833.0588451
ICM00004014,4014,360.00920359
ID000096073,96073,660.40897237
ID000096145,96145,243.6936387
ID000096163,96163,605.02756056
ID000096745,96745,908.73631705
ID000096805,96805,651.03386551
ID000096925,96925,848.89458412
ID000097014,97014,452.0817494
ID000097146,97146,576.23569238
ID000097340,97340,811.12415292
ID000097372,97372,647.41952251
ID000097502,97502,523.3288597
ID000097560,97560,256.03965855
ID000097686,97686,598.7115157
ID000097690,97690,495.11206665
ID000097724,97724,321.94392881
ID000097900,97900,300.29725928
ID000097980,97980,542.99068256
IDM00096011,96011,757.45957283
IDM00096015,96015,257.29825973
IDM00096033,96033,0.33901923
IDM00096087,96087,470.28146889
IDM00096091,96091,948.00227668
IDM00096179,96179,182.73361317
IDM00096207,96207,470.05498418
IDM00096221,96221,278.33175389
IDM00096237,96237,420.36622142
IDM00096249,96249,908.77778541
IDM00096295,96295,853.17664526
IDM00096509,96509,801.02986622
IDM00096525,96525,334.19284386
IDM00096581,96581,458.80036813
IDM00096595,96595,0.67934877
IDM00096633,96633,691.25726768
IDM00096695,96695,332.66240829
IDM00096737,96737,575.5798629
IDM00096741,96741,331.53963779
IDM00096749,96749,939.27979167
IDM00096751,96751,331.65912511
IDM00096753,96753,0.0
IDM00096791,96791,422.38931174
IDM00096797,96797,40.94208155
IDM00096837,96837,468.85021203
IDM00096933,96933,109.88699074
IDM00096937,96937,468.96466795
IDM00096973,96973,388.48554692
IDM00096987,96987,464.12479484
IDM00097016,97016,470.61843297
IDM00097028,97028,331.72216217
IDM00097120,97120,0.0
IDM00097126,97126,333.08697172
IDM00097182,97182,331.71546935
IDM00097192,97192,469.2625455
IDM00097230,97230,348.13338331
IDM00097310,97310,467.78190917
IDM00097378,97378,466.70615537
IDM00097380,97380,329.03754437
IDM00097406,97406,471.04726986
IDM00097460,97460,331.72640314
IDM00097570,97570,470.92544611
IDM00097580,97580,584.18230428
IDM00097600,97600,266.91490108
IDM00097630,97630,412.1286941
IDM00097722,97722,334.54470354
IDM00097780,97780,470.62970613
IDM00097796,97796,479.49416098
IDM00097810,97810,311.26178446
IDM00097876,97876,859.18364541
IN001010300,43025,314.75732203
IN001050200,43189,556.26532619
IN001060900,43187,0.32768024
IN001070100,43220,0.13736863
IN001080500,43128,0.0
IN001090500,43086,556.47804325
IN001101800,43137,0.16226752
IN001110500,43180,0.52371155
IN001110700,43182,461.17860105
IN001111600,43181,76.22926113
IN001121800,43212,0.46473918
IN001130600,43168,0.0
IN001140300,43083,317.26988307
IN001160200,43245,323.46137655
IN002030100,42220,0.31850524
IN003020100,42415,314.67014836
IN003021000,42419,446.95496848
IN003021500,42409,298.49868358
IN003040500,42408,0.48823478
IN003041800,42410,134.26272743
IN003050401,42309,229.30494639
IN003050500,42314,445.43900503
IN003060200,42522,0.33852049
IN003080601,42420,312.38516846
IN004031400,42391,332.38022753
IN004043000,42703,0.13873098
IN004051800,42591,0.0
IN004071800,42595,0.46360843
IN004080400,42387,332.25113155
IN004102500,42491,0.22818753
IN004110300,42395,634.49315399
IN004122600,42701,163.28575698
IN004141300,42488,0.44937436
IN004150700,42487,0.18706363
IN004160700,42599,761.89267776
IN004171300,42799,452.96946691
IN005030101,42643,0.15569363
IN005042300,42748,0.34593963
IN005050400,42837,0.12713019
IN005070800,42915,0.12245672
IN005090100,42731,852.47723476
IN005090601,42730,0.50504567
IN005100100,42909,415.37077991
IN005112000,42744,453.34221348
IN005120500,42634,624.85685631
IN005120502,42639,0.12514958
IN005120900,42638,0.50182489
IN005150100,42737,318.0863766
IN005161500,42651,0.12465805
IN005171200,42840,782.46214289
IN006023200,42178,0.00845537
IN006031000,42131,645.48391962
IN006051700,42137,481.34914085
IN006062400,42177,0.18010596
IN006082500,42176,0.17890705
IN007011900,42080,819.99318585
IN007030201,42077,950.64545033
IN007050600,42065,436.46281291
IN007052500,42081,0.1735469
IN007081400,42078,437.62854375
IN007101000,42107,286.49040391
IN007101600,42083,957.37080675
IN008010200,42027,602.09991139
IN008010201,43541,432.3740497
IN008060102,42030,431.96337082
IN008090900,42045,0.17014626
IN009010100,43295,579.97414874
IN009021000,43198,246.92140142
IN009061200,43259,331.88848525
IN009063800,43260,0.0
IN009070100,43233,613.83378668
IN009090300,43201,629.8297216
IN009110600,43263,0.1655346
IN009130300,43284,830.00165138
IN009142400,43299,0.49715103
IN009155700,43289,325.89442786
IN009160100,43291,0.33264235
IN009195700,43268,0.19855528
IN010021200,43315,465.70159408
IN010033100,43351,467.24105468
IN010050700,43314,446.46778772
IN010060500,43316,466.62353756
IN010082000,43354,0.20133906
IN010100400,43371,394.61998682
IN010100700,43372,331.82478404
IN011020300,43041,579.90183968
IN011021300,43093,0.45105167
IN011040100,42669,938.72362177
IN011050400,42358,0.45731991
IN011060800,42779,415.66002367
IN011070800,42567,999.22861739
IN011081100,42768,0.04224076
IN011101101,42460,290.78267059
IN011120900,42752,0.47257421
IN011140700,42559,314.74858221
IN011150300,42361,928.90079195
IN011160200,42767,453.5364577
IN011160300,42763,452.73828994
IN011170400,42754,130.73671304
IN011201300,42776,0.50220476
IN011210600,42547,985.78129606
IN011250600,42849,0.50597318
IN011261400,42570,0.20026707
IN011272300,42672,452.10755786
IN011280601,42790,0.29676334
IN011281000,42884,454.65609115
IN011301400,42557,0.12420871
IN011340100,42571,639.55235806
IN011351500,42667,412.68169926
IN011390300,42459,0.15385595
IN011430100,42662,0.12947202
IN012021700,42934,676.38429102
IN012041000,43014,359.76628047
IN012061200,43011,316.00455709
IN012070300,43057,0.05307261
IN012070700,43002,0.22604377
IN012070800,43003,440.73792206
IN012090600,43029,772.00400256
IN012120700,43058,0.52355356
IN012121100,43060,0.13817199
IN012122400,43062,0.20500062
IN012131800,43157,967.21277195
IN012141100,42866,311.09135698
IN012150700,43021,0.19288807
IN012160100,42921,0.12774303
IN012161300,42920,624.68275552
IN012190100,43063,957.24047151
IN012190501,43069,317.25149136
IN012191700,43061,458.28980865
IN012201100,43110,671.88192642
IN012212400,43158,952.688319
IN012230300,43117,257.35090997
IN012231100,43071,0.34679041
IN012250100,43019,456.99292539
IN015010100,42727,886.74756082
IN017010300,42895,820.91259259
IN017020100,42963,0.12670115
IN017041900,42976,0.09027787
IN017042600,42970,456.30094826
IN017070800,43042,457.10268066
IN017090102,43097,604.09911992
IN017110100,43053,252.59123152
IN017111200,42971,834.05569285
IN017120100,42883,203.02061291
IN017121000,42886,192.04849906
IN018021500,42097,0.17657243
IN018031000,42096,439.15219548
IN018071700,42074,0.17447361
IN018090300,42099,768.83255565
IN018101300,42101,169.06272835
IN019021400,42255,870.60774703
IN019030100,42655,0.3228456
IN019051300,42258,0.07608512
IN019060300,42447,0.27968797
IN019070100,42165,385.45306191
IN019080500,42450,0.3039509
IN019090700,42546,417.34707676
IN019090900,42552,0.18515761
IN019111700,42652,0.18674826
IN019120200,42122,442.31180975
IN019131301,42348,14.53181067
IN019140400,42328,189.47003041
IN019150600,42439,0.4933281
IN019170600,42174,0.17975327
IN019180100,42339,467.42490744
IN019191200,42452,180.07149093
IN019200600,42242,0.18166385
IN019211300,42441,0.1849185
IN019220800,42453,0.49156189
IN019251400,42349,332.38019252
IN019260100,42543,646.81576006
IN019261900,42542,383.57012706
IN020011100,43303,840.6681312
IN020020300,43329,568.54475448
IN020031700,43321,784.2210378
IN020040402,43277,325.39005163
IN020040900,43279,295.57666254
IN020052600,43301,465.67173807
IN020065100,43377,331.79710767
IN020070300,43278,0.03376193
IN020081700,43360,946.11599813
IN020091800,43318,0.50367222
IN020100500,43361,467.53337547
IN020104100,43327,722.16963995
IN020121500,43330,791.64893364
IN020121901,43348,0.30094305
IN020123800,43349,331.81813951
IN020130700,43344,420.27587365
IN020133800,43342,327.71765959
IN020133801,43324,331.85627837
IN020140800,43379,0.03357923
IN021010100,42724,414.85605524
IN021012000,42618,332.25472316
IN022021900,42182,342.99965633
IN022023000,42181,864.63971324
IN022030300,42914,0.20532034
IN022030400,43196,462.58005016
IN022030600,43192,100.62889707
IN022030901,42916,332.1371554
IN022043500,43346,466.41879564
IN023081300,42473,0.49688563
IN023101700,42189,444.20255168
IN023160900,42111,660.32414459
IN023201300,42374,0.1821413
IN023230400,42110,0.12497544
IN023242300,42482,0.46253999
IN023261300,42379,530.70838654
IN023280900,42271,952.57495364
IN023291200,42468,0.05071458
IN023300800,42477,0.03061788
IN023321100,42366,446.89409093
IN023340700,42270,0.45265817
IN023351400,42369,524.246802
IN023370300,42257,987.98567954
IN023401100,42187,332.50742493
IN023431100,42190,0.45718055
IN023440900,42151,290.01117422
IN023471900,42188,296.85847356
IN023511400,42375,0.0
IN023522100,42114,288.70152627
IN023541400,42108,0.29664717
IN024011000,42707,0.05954546
IN024023100,42708,0.31420919
IN024030600,42709,532.09017373
IN024050200,42296,0.12571865
IN024059900,42398,105.88555946
IN024062400,42714,452.46782384
IN024072900,42805,0.31401444
IN024080100,42399,447.25731325
IN024110900,42803,686.81411997
IN024130300,42711,65.83827493
IN024140101,42977,926.16908484
IN024141500,42809,541.97134618
IN025020101,43364,0.50104468
IN025020103,43309,521.64839261
IN025020201,43310,0.03423868
IN099999901,43333,465.96783109
IR000040745,40745,498.636638
IR000040841,40841,544.96053424
IRM00040708,40708,262.70720181
IRM00040718,40718,815.43190754
IRM00040736,40736,650.40286592
IRM00040827,40827,438.15213065
IS000002011,40176,115.5648189
IS000009972,40199,0.0
IS000051690,40191,654.92102819
IT000016090,16090,620.08146966
IT000016134,16134,8.17132032
IT000016232,16232,1e-08
IT000016550,16550,480.70570265
IT000160220,16022,374.92434851
IT000162240,16224,403.12002052
IT000162580,16258,150.68259939
ITM00016033,16033,519.00869078
ITM00016052,16052,764.9041376
ITM00016061,16061,549.63963641
ITM00016110,16110,398.325276
ITM00016148,16148,714.60279038
ITM00016153,16153,508.75881343
ITM00016179,16179,415.45828056
ITM00016219,16219,414.63817368
ITM00016252,16252,629.1672698
ITM00016280,16280,291.24196136
ITM00016310,16310,319.89651454
ITM00016325,16325,832.27191566
ITM00016344,16344,333.06544397
ITM00016360,16360,260.51909232
ITM00016400,16400,252.19926706
ITM00016420,16420,259.97033994
ITM00016480,16480,427.47396828
ITM00016522,16522,615.2839145
ITM00016546,16546,347.26654223
ITW00033126,16459,292.19953409
IV000005528,65528,0.0
IV000005557,65557,413.25801531
IV000005562,65562,293.37806307
IV000005592,65592,287.96510709
IV000005599,65599,0.0
IVM00065545,65545,402.49066861
IVM00065578,65578,721.91784035
JA000047401,47401,203.41599949
JA000047402,47402,917.696011
JA000047405,47405,665.9116352
JA000047406,47406,844.78173809
JA000047407,47407,623.81972271
JA000047409,47409,208.84438035
JA000047411,47411,76.15488754
JA000047413,47413,78.27003713
JA000047417,47417,64.6554599
JA000047420,47420,911.25588115
JA000047423,47423,121.84325751
JA000047426,47426,582.58786971
JA000047428,47428,957.93084182
JA000047430,47430,346.95136818
JA000047433,47433,732.7583656
JA000047512,47512,927.40911
JA000047570,47570,425.75657055
JA000047574,47574,959.23663735
JA000047575,47575,771.19029794
JA000047576,47576,82.99555538
JA000047582,47582,45.8784408
JA000047584,47584,564.90731138
JA000047585,47585,628.26964268
JA000047588,47588,823.25892491
JA000047590,47590,488.14566777
JA000047592,47592,901.33018518
JA000047595,47557,426.74133342
JA000047598,47598,428.0165037
JA000047604,47604,525.10015689
JA000047610,47610,718.31660051
JA000047612,47612,533.03355573
JA000047615,47615,865.02216607
JA000047618,47618,692.40348192
JA000047624,47624,520.77048953
JA000047626,47626,863.58300981
JA000047629,47629,542.08849275
JA000047632,47632,702.30149774
JA000047636,47636,672.75484837
JA000047637,47637,745.3096217
JA000047638,47638,816.45122197
JA000047640,47640,782.27624785
JA000047655,47655,65.58012282
JA000047656,47656,918.76430852
JA000047657,47657,765.8977669
JA000047662,47662,557.36575744
JA000047663,47663,713.2545771
JA000047666,47666,855.91612623
JA000047668,47668,894.33173209
JA000047670,47670,911.02983262
JA000047672,47672,748.94842215
JA000047674,47674,273.36379738
JA000047677,47677,80.26236437
JA000047678,47738,377.10282646
JA000047690,47690,989.36302096
JA000047740,47740,718.55639573
JA000047741,47741,740.20365874
JA000047742,47742,706.68183277
JA000047755,47755,543.68405787
JA000047756,47756,643.60464885
JA000047759,47759,639.73661124
JA000047762,47762,851.73342784
JA000047767,47767,641.16248915
JA000047769,47769,813.75067524
JA000047776,47776,627.95276283
JA000047777,47777,933.24760258
JA000047800,47800,68.52227079
JA000047807,47807,444.24239671
JA000047814,47814,786.98604888
JA000047815,47815,813.14010863
JA000047817,47817,888.47083989
JA000047824,47824,847.65814015
JA000047831,47831,923.15759613
JA000047843,47843,741.37014135
JA000047891,47891,432.45948553
JA000047893,47893,75.05679651
JA000047897,47897,129.65575324
JA000047898,47898,72.73090998
JA000047899,47899,528.40236969
JA000047909,47909,436.88177416
JA000047912,47912,930.30836894
JA000047929,47929,636.50314803
JA000047940,47940,754.51785952
JA000047991,47991,797.14585253
JAC00914290,47981,810.08474074
JAC00914335,47931,654.84423842
JAC00914540,47930,138.02780018
JAM00047772,47772,341.67664843
JAM00047927,47926,604.74987987
JAW00042215,47933,365.45338947
JAW00043306,47803,798.63432769
JAW00043307,47660,0.55884067
JAW00043309,47643,411.14139765
JAW00043310,47808,394.96093535
JAW00043311,47671,821.04763346
JAW00043312,47635,760.94226877
JAW00043314,47743,236.76811068
JAW00043317,47840,473.40076696
JAW00043318,47573,289.61465534
JAW00043321,47661,669.32827639
JAW00043323,47696,473.46893599
JAW00043401,47591,133.32411169
JAW00044401,47425,857.94490902
JM000078388,78388,83.79114972
JNM00001001,1001,358.65324167
JOM00040296,40296,438.87727404
JOM00040310,40310,641.26704323
JUM00061970,61970,437.24995975
KE000063612,63612,255.8890326
KE000063624,63624,731.57746048
KE000063661,63661,442.2985052
KE000063723,63723,570.07171083
KE000063740,63740,747.92953795
KE000063820,63820,716.50698525
KEM00063741,63741,2.10580928
KEM00063799,63799,464.88614434
KG000036911,36911,283.41008404
KG000036938,36938,774.65034664
KG000036953,36953,414.03526343
KG000036974,36974,739.54416999
KG000038352,38352,0.21045083
KG000038358,38358,462.29700105
KG000038471,38471,311.79470567
KG000038474,38474,333.06458401
KG000038613,38613,297.94966882
KG000038615,38615,448.81142857
KG000038871,38745,882.98622353
KNM00047014,47014,361.48467763
KNM00047025,47025,626.78406201
KNM00047035,47035,226.54110626
KR000091610,91610,837.54957059
KRC00914101,91701,458.50787281
KS000047115,47115,332.96006498
KSM00047108,47108,667.4651301
KSM00047133,47133,0.0
KSM00047138,47138,711.55499626
KSM00047159,47159,588.65531152
KSM00047184,47184,714.89328271
KSW00043201,47110,245.27803041
KSW00043206,47120,82.8213785
KSW00043207,47153,484.02312807
KSW00043212,47142,429.36759884
KSW00043213,47154,474.17302146
KSW00043219,47141,766.76417661
KSW00043221,47103,629.1862574
KSW00043222,47118,574.32789742
KSW00043256,47158,430.66518834
KSW00043263,47187,100.54619742
KSW00043271,47104,585.70806023
KSW00043272,47102,366.42623587
KZ000028785,28785,792.69754999
KZ000028854,28854,197.78335425
KZ000028867,28867,290.40632275
KZ000028877,28877,139.2719505
KZ000028886,28886,809.75454962
KZ000028952,28952,55.06619788
KZ000028957,28957,138.26291863
KZ000028966,28966,388.3982467
KZ000028967,28967,556.18736892
KZ000028984,28984,564.96023465
KZ000028986,28986,944.5358944
KZ000028993,28993,516.53401095
KZ000029807,29807,395.59759281
KZ000029906,29906,788.12268385
KZ000034385,34385,333.67379765
KZ000034398,34398,592.01532682
KZ000034581,34581,768.57557513
KZ000034691,34691,0.26080499
KZ000035067,35067,527.57799026
KZ000035078,35078,319.69670006
